region,crop,Shortage_%,xland,p,y,xlandsc,xwater,xwatersc,grev,grevsc,lambdawater
FRESNO SLOUGH W.D.,Almonds & Pistachios,0.95,180.5327118,4738,1.1,161.75996547022783,747.5927123898848,668.1794258839171,940900.3874,843060.5880377335,85.94195255831488
FRESNO SLOUGH W.D.,Cotton,0.95,171.3936328,3438,0.8,168.24193379680727,642.6064407115458,629.2127896237613,471401.0477,462732.61471473874,85.94195255831488
FRESNO SLOUGH W.D.,Grain,0.95,199.5809002,303,2.9,201.5767111962105,142.80503540084712,143.87250253938487,175371.737,177125.45612811015,85.94195255831488
FRESNO SLOUGH W.D.,Onions & Garlic,0.95,160.0698856,2366,7.7,152.60908192559245,200.66839323711048,190.83701666611995,2916185.19,2780262.7763368282,85.94195255831488
FRESNO SLOUGH W.D.,Tomato Processing,0.95,116.6653386,93,51.2,117.8319927,259.02110061823765,260.9572823210826,555513.6762777601,561068.8162246958,85.94195255831488
FRESNO SLOUGH W.D.,Almonds & Pistachios,1,180.5327118,4738,1.1,169.33565801320523,747.5927123898848,699.4722238179144,940900.3874,882543.5824,1.832763766563699e-07
FRESNO SLOUGH W.D.,Cotton,1,171.3936328,3438,0.8,173.10757082271687,642.6064407115458,647.4099239661372,471401.0477,476115.06279080047,1.832763766563699e-07
FRESNO SLOUGH W.D.,Grain,1,199.5809002,303,2.9,201.5767112027146,142.80503540084712,143.87250266869296,175371.737,177125.4561338253,1.832763766563699e-07
FRESNO SLOUGH W.D.,Onions & Garlic,1,160.0698856,2366,7.7,153.0639411571874,200.66839323711048,191.40581643396868,2916185.19,2788549.4927898715,1.832763766563699e-07
FRESNO SLOUGH W.D.,Tomato Processing,1,116.6653386,93,51.2,117.83199312198704,259.02110061823765,260.9572835992299,555513.6762777601,561068.8184496536,1.832763766563699e-07
GRASSLANDS W.D.,Alfalfa,0.5,689.7245575,282,6.8,424.94740772293875,2851.9871518243785,1752.749935444944,1322615.8114619998,814879.1490495073,112.65246782426213
GRASSLANDS W.D.,Corn,0.5,235.961025,62,26.2,238.32063746186637,570.0415495943967,574.3026098561245,383295.089,387128.0434930557,112.65246782426213
GRASSLANDS W.D.,Cotton,0.5,274.9930646,3927,0.8,248.44664151049534,999.3378691017119,900.6097294800876,863918.2117473602,780519.9689693722,112.65246782426213
GRASSLANDS W.D.,Cucurbits,0.5,40.80997137,372,15.4,40.82845074114455,93.84771717373538,93.65548647413969,233792.164,233898.0286058689,112.65246782426213
GRASSLANDS W.D.,Grain,0.5,926.2253268,206.2919153,4.233904617,935.4875893936718,432.2293850586806,435.4602947882121,808983.9959827935,817073.8440878524,112.65246782426213
GRASSLANDS W.D.,Pasture,0.5,815.9913879,200,5,43.187998893463636,3753.7130130811324,198.17618902184876,815991.3879,43187.998893463635,112.65246782426213
GRASSLANDS W.D.,Rice,0.5,158.8750946,579,4.7,144.85035033082377,767.9894334210439,698.4444529777461,432346.79493498005,394181.2583552708,112.65246782426213
GRASSLANDS W.D.,Tomato Processing,0.5,70.38321942,97,48.5,69.47705858307549,167.48819252494914,164.91850590625586,331117.8558,326854.82210407866,112.65246782426213
GRASSLANDS W.D.,Alfalfa,0.55,689.7245575,282,6.8,424.97108499804875,2851.9871518243785,1752.8475953628601,1322615.8114619998,814924.5525922582,112.64904165678273
GRASSLANDS W.D.,Corn,0.55,235.961025,62,26.2,238.32063752150785,570.0415495943967,574.3026099680142,383295.089,387128.0435899373,112.64904165678273
GRASSLANDS W.D.,Cotton,0.55,274.9930646,3927,0.8,248.44786370540402,999.3378691017119,900.6141598581988,863918.2117473602,780523.8086168973,112.64904165678273
GRASSLANDS W.D.,Cucurbits,0.55,40.80997137,372,15.4,40.828454027328874,93.84771717373538,93.65549397536472,233792.164,233898.04743176166,112.64904165678273
GRASSLANDS W.D.,Grain,0.55,926.2253268,206.2919153,4.233904617,935.4875894038432,432.2293850586806,435.46029476157213,808983.9959827935,817073.8440967364,112.64904165678273
GRASSLANDS W.D.,Pasture,0.55,815.9913879,200,5,148.1694677657174,3753.7130130811324,679.9032414709661,815991.3879,148169.4677657174,112.64904165678273
GRASSLANDS W.D.,Rice,0.55,158.8750946,579,4.7,144.85082773055032,767.9894334210439,698.4467548893551,432346.79493498005,394182.55750314664,112.64904165678273
GRASSLANDS W.D.,Tomato Processing,0.55,70.38321942,97,48.5,69.47717158846811,167.48819252494914,164.9187741134712,331117.8558,326855.35373794823,112.64904165678273
GRASSLANDS W.D.,Alfalfa,0.6,689.7245575,282,6.8,425.0015528952373,2851.9871518243785,1752.973264101762,1322615.8114619998,814982.9778,112.6446327709023
GRASSLANDS W.D.,Corn,0.6,235.961025,62,26.2,238.32063752151942,570.0415495943967,574.3026099680438,383295.089,387128.0435899561,112.6446327709023
GRASSLANDS W.D.,Cotton,0.6,274.9930646,3927,0.8,248.4494364283182,999.3378691017119,900.6198609196016,863918.2117473602,780528.7494832046,112.6446327709023
GRASSLANDS W.D.,Cucurbits,0.6,40.80997137,372,15.4,40.82845824943518,93.84771717373538,93.65550366036388,233792.164,233898.07161936426,112.6446327709023
GRASSLANDS W.D.,Grain,0.6,926.2253268,206.2919153,4.233904617,935.4875894038433,432.2293850586806,435.4602947615739,808983.9959827935,817073.8440967365,112.6446327709023
GRASSLANDS W.D.,Pasture,0.6,815.9913879,200,5,253.1443947409127,3753.7130130811324,1161.600275236734,815991.3879,253144.3947409127,112.6446327709023
GRASSLANDS W.D.,Rice,0.6,158.8750946,579,4.7,144.85144204050255,767.9894334210439,698.449717,432346.79493498005,394184.22922481963,112.6446327709023
GRASSLANDS W.D.,Tomato Processing,0.6,70.38321942,97,48.5,69.47731695369363,167.48819252494914,164.91911916860764,331117.8558,326856.0376086517,112.6446327709023
GRASSLANDS W.D.,Alfalfa,0.65,689.7245575,282,6.8,425.0407578870712,2851.9871518243785,1753.1349701050337,1322615.8114619998,815058.1573242478,112.63895942142236
GRASSLANDS W.D.,Corn,0.65,235.961025,62,26.2,238.3206375215374,570.0415495943967,574.3026099680892,383295.089,387128.04358998535,112.63895942142236
GRASSLANDS W.D.,Cotton,0.65,274.9930646,3927,0.8,248.4514601869659,999.3378691017119,900.6271969685719,863918.2117473602,780535.1073233722,112.63895942142236
GRASSLANDS W.D.,Cucurbits,0.65,40.80997137,372,15.4,40.82846368242403,93.84771717373538,93.65551612298061,233792.164,233898.10274387078,112.63895942142236
GRASSLANDS W.D.,Grain,0.65,926.2253268,206.2919153,4.233904617,935.4875894038435,432.2293850586806,435.4602948,808983.9959827935,817073.8440967366,112.63895942142236
GRASSLANDS W.D.,Pasture,0.65,815.9913879,200,5,358.11090461628066,3753.7130130811324,1643.2586855698737,815991.3879,358110.9046162807,112.63895942142236
GRASSLANDS W.D.,Rice,0.65,158.8750946,579,4.7,144.85223251639664,767.9894334210439,698.4535285345698,432346.79493498005,394186.3803468702,112.63895942142236
GRASSLANDS W.D.,Tomato Processing,0.65,70.38321942,97,48.5,69.47750400890007,167.48819252494914,164.91956318373957,331117.8558,326856.9176098704,112.63895942142236
GRASSLANDS W.D.,Alfalfa,0.7,689.7245575,282,6.8,425.0912027648935,2851.9871518243785,1753.3430364556837,1322615.8114619998,815154.8904219598,112.63165929436188
GRASSLANDS W.D.,Corn,0.7,235.961025,62,26.2,238.32063752156103,570.0415495943967,574.30261,383295.089,387128.0435900237,112.63165929436188
GRASSLANDS W.D.,Cotton,0.7,274.9930646,3927,0.8,248.45406420642175,999.3378691017119,900.6366364,863918.2117473602,780543.2881108946,112.63165929436188
GRASSLANDS W.D.,Cucurbits,0.7,40.80997137,372,15.4,40.82847067324808,93.84771717373538,93.65553215908214,233792.164,233898.14279290359,112.63165929436188
GRASSLANDS W.D.,Grain,0.7,926.2253268,206.2919153,4.233904617,935.4875894038436,432.2293850586806,435.4602947615788,808983.9959827935,817073.8440967366,112.63165929436188
GRASSLANDS W.D.,Pasture,0.7,815.9913879,200,5,463.0665862421389,3753.7130130811324,2124.8674084603076,815991.3879,463066.5862421389,112.63165929436188
GRASSLANDS W.D.,Rice,0.7,158.8750946,579,4.7,144.85324962460473,767.9894334210439,698.4584328622756,432346.79493498005,394189.14820343687,112.63165929436188
GRASSLANDS W.D.,Tomato Processing,0.7,70.38321942,97,48.5,69.47774469937058,167.48819252494914,164.92013451352537,331117.8558,326858.04993818887,112.63165929436188
GRASSLANDS W.D.,Alfalfa,0.75,689.7245575,282,6.8,425.1561054540186,2851.9871518243785,1753.6107358982558,1322615.8114619998,815279.3478,112.62226648381959
GRASSLANDS W.D.,Corn,0.75,235.961025,62,26.2,238.32063752159152,570.0415495943967,574.3026099682262,383295.089,387128.04359007324,112.62226648381959
GRASSLANDS W.D.,Cotton,0.75,274.9930646,3927,0.8,248.4574146510966,999.3378691017119,900.6487816770568,863918.2117473602,780553.8138678852,112.62226648381959
GRASSLANDS W.D.,Cucurbits,0.75,40.80997137,372,15.4,40.828479668054264,93.84771717373538,93.65555279207538,233792.164,233898.19432234927,112.62226648381959
GRASSLANDS W.D.,Grain,0.75,926.2253268,206.2919153,4.233904617,935.4875894038437,432.2293850586806,435.46029476158236,808983.9959827935,817073.8440967367,112.62226648381959
GRASSLANDS W.D.,Pasture,0.75,815.9913879,200,5,568.0083395051356,3753.7130130811324,2606.4122184596454,815991.3879,568008.3395051357,112.62226648381959
GRASSLANDS W.D.,Rice,0.75,158.8750946,579,4.7,144.85455825320196,767.9894334210439,698.4647428531251,432346.79493498005,394192.7093744385,112.62226648381959
GRASSLANDS W.D.,Tomato Processing,0.75,70.38321942,97,48.5,69.47805438549022,167.48819252494914,164.92086961909067,331117.8558,326859.50685653876,112.62226648381959
GRASSLANDS W.D.,Alfalfa,0.8,689.7245575,282,6.8,425.23960220755094,2851.9871518243785,1753.9551289377198,1322615.8114619998,815439.4611931996,112.61018201447506
GRASSLANDS W.D.,Corn,0.8,235.961025,62,26.2,238.3206375216302,570.0415495943967,574.3026099683241,383295.089,387128.04359013605,112.61018201447506
GRASSLANDS W.D.,Cotton,0.8,274.9930646,3927,0.8,248.46172513047108,999.3378691017119,900.6644070026422,863918.2117473602,780567.3556698881,112.61018201447506
GRASSLANDS W.D.,Cucurbits,0.8,40.80997137,372,15.4,40.82849124040625,93.84771717373538,93.65557933764569,233792.164,233898.26061803935,112.61018201447506
GRASSLANDS W.D.,Grain,0.8,926.2253268,206.2919153,4.233904617,935.4875894038439,432.2293850586806,435.4602948,808983.9959827935,817073.8441,112.61018201447506
GRASSLANDS W.D.,Pasture,0.8,815.9913879,200,5,672.9321795605268,3753.7130130811324,3087.874830364474,815991.3879,672932.1795605269,112.61018201447506
GRASSLANDS W.D.,Rice,0.8,158.8750946,579,4.7,144.85624181078902,767.9894334210439,698.4728606896078,432346.79493498005,394197.29083970014,112.61018201447506
GRASSLANDS W.D.,Tomato Processing,0.8,70.38321942,97,48.5,69.47845281436335,167.48819252494914,164.92181537436818,331117.8558,326861.3812651724,112.61018201447506
GRASSLANDS W.D.,Alfalfa,0.85,689.7245575,282,6.8,425.34700786578156,2851.9871518243785,1754.398137312642,1322615.8114619998,815645.4222834227,112.59463605690878
GRASSLANDS W.D.,Corn,0.85,235.961025,62,26.2,238.32063752167326,570.0415495943967,574.3026099684337,383295.089,387128.0436,112.59463605690878
GRASSLANDS W.D.,Cotton,0.85,274.9930646,3927,0.8,248.46727016186892,999.3378691017119,900.6845075328719,863918.2117473602,780584.7759405276,112.59463605690878
GRASSLANDS W.D.,Cucurbits,0.85,40.80997137,372,15.4,40.828506127457985,93.84771717373538,93.65561348673445,233792.164,233898.34590298132,112.59463605690878
GRASSLANDS W.D.,Grain,0.85,926.2253268,206.2919153,4.233904617,935.4875894038444,432.2293850586806,435.4602947615929,808983.9959827935,817073.8440967373,112.59463605690878
GRASSLANDS W.D.,Pasture,0.85,815.9913879,200,5,777.8329861,3753.7130130811324,3569.231748584196,815991.3879,777832.9860780339,112.59463605690878
GRASSLANDS W.D.,Rice,0.85,158.8750946,579,4.7,144.85840747717896,767.9894334210439,698.4833031750709,432346.79493498005,394203.1842676471,112.59463605690878
GRASSLANDS W.D.,Tomato Processing,0.85,70.38321942,97,48.5,69.47896536513676,167.48819252494914,164.92303202213526,331117.8558,326863.7925602859,112.59463605690878
GRASSLANDS W.D.,Alfalfa,0.9,689.7245575,282,6.8,486.2148083004597,2851.9871518243785,2005.4551654052937,1322615.8114619998,932365.5163969615,103.57187309530715
GRASSLANDS W.D.,Corn,0.9,235.961025,62,26.2,238.32063754519078,570.0415495943967,574.3026100288517,383295.089,387128.0436284079,103.57187309530715
GRASSLANDS W.D.,Cotton,0.9,274.9930646,3927,0.8,251.65813965892613,999.3378691017119,912.2512894,863918.2117473602,790609.2115524824,103.57187309530715
GRASSLANDS W.D.,Cucurbits,0.9,40.80997137,372,15.4,40.83712819435646,93.84771717373538,93.67539146169035,233792.164,233947.7399998293,103.57187309530715
GRASSLANDS W.D.,Grain,0.9,926.2253268,206.2919153,4.233904617,935.4875894040102,432.2293850586806,435.4602947653053,808983.9959827935,817073.8440968823,103.57187309530715
GRASSLANDS W.D.,Pasture,0.9,815.9913879,200,5,824.1513098007032,3753.7130130811324,3781.772016908197,815991.3879,824151.3098007032,103.57187309530715
GRASSLANDS W.D.,Rice,0.9,158.8750946,579,4.7,146.09107988378256,767.9894334210439,704.4270458,432346.79493498005,397557.6556877375,103.57187309530715
GRASSLANDS W.D.,Tomato Processing,0.9,70.38321942,97,48.5,69.77559843900843,167.48819252494914,165.62715342033314,331117.8558,328259.30285631516,103.57187309530715
GRASSLANDS W.D.,Alfalfa,0.95,689.7245575,282,6.8,594.8778581721872,2851.9871518243785,2453.649813009531,1322615.8114619998,1140737.780830986,86.36038362401288
GRASSLANDS W.D.,Corn,0.95,235.961025,62,26.2,238.3206375434571,570.0415495943967,574.3026100642022,383295.089,387128.0436255917,86.36038362401288
GRASSLANDS W.D.,Cotton,0.95,274.9930646,3927,0.8,257.59794231725203,999.3378691017119,933.7828506622177,863918.2117473602,809269.6955838791,86.36038362401288
GRASSLANDS W.D.,Cucurbits,0.95,40.80997137,372,15.4,40.85347497318357,93.84771717373538,93.71288902770824,233792.164,234041.38742637407,86.36038362401288
GRASSLANDS W.D.,Grain,0.95,926.2253268,206.2919153,4.233904617,935.4875893963509,432.2293850586806,435.4602948004517,808983.9959827935,817073.8440901925,86.36038362401288
GRASSLANDS W.D.,Pasture,0.95,815.9913879,200,5,824.1513099125284,3753.7130130811324,3781.7720174605074,815991.3879,824151.3099125284,86.36038362401288
GRASSLANDS W.D.,Rice,0.95,158.8750946,579,4.7,148.31759294141665,767.9894334210439,715.1629238975121,432346.79493498005,403616.66567147715,86.36038362401288
GRASSLANDS W.D.,Tomato Processing,0.95,70.38321942,97,48.5,70.33680189478679,167.48819252494914,166.95928866646224,331117.8558,330899.48451402446,86.36038362401288
GRASSLANDS W.D.,Alfalfa,1,689.7245575,282,6.8,693.3819962,2851.9871518243785,2859.9427293793287,1322615.8114619998,1329629.315886588,1.6853596691906352e-07
GRASSLANDS W.D.,Corn,1,235.961025,62,26.2,238.32063749630814,570.0415495943967,574.3026100752242,383295.089,387128.0435490029,1.6853596691906352e-07
GRASSLANDS W.D.,Cotton,1,274.9930646,3927,0.8,260.07506052114945,999.3378691017119,942.7623111070658,863918.2117473602,817051.8101332432,1.6853596691906352e-07
GRASSLANDS W.D.,Cucurbits,1,40.80997137,372,15.4,40.816714608405356,93.84771717373538,93.62856558803463,233792.164,233830.7946486326,1.6853596691906352e-07
GRASSLANDS W.D.,Grain,1,926.2253268,206.2919153,4.233904617,935.4875893855569,432.2293850586806,435.4602949,808983.9959827935,817073.8440807648,1.6853596691906352e-07
GRASSLANDS W.D.,Pasture,1,815.9913879,200,5,824.1513099810121,3753.7130130811324,3781.7720178949103,815991.3879,824151.3099810121,1.6853596691906352e-07
GRASSLANDS W.D.,Rice,1,158.8750946,579,4.7,151.51842573871966,767.9894334210439,730.5968108173475,432346.79493498005,412327.09196277783,1.6853596691906352e-07
GRASSLANDS W.D.,Tomato Processing,1,70.38321942,97,48.5,69.21194537058878,167.48819252494914,164.28920382333246,331117.8558,325607.5969959349,1.6853596691906352e-07
HENRY MILLER RECLAMATION DIST. 2131,Alfalfa,0.5,3708.141917,281.5865269,6.820673657,5.2082957689391124e-18,15333.03836934271,1.065913058204683e-08,7121893.728545332,1.0003103927377722e-14,390.0431602393234
HENRY MILLER RECLAMATION DIST. 2131,Almonds & Pistachios,0.5,482.3624499,5084.931574,1.008661116,342.20635403261684,1862.4996888363683,1318.025114969255,2474023.8641579705,1755167.066836778,390.0431602393234
HENRY MILLER RECLAMATION DIST. 2131,Citrus & Subtropical,0.5,5.731683796,872,7.8,5.458195608117368,18.61344742489847,17.680990457598117,38984.62051,37124.46324817109,390.0431602393234
HENRY MILLER RECLAMATION DIST. 2131,Corn,0.5,3153.419258,62,26.2,1778.5277285767881,7618.122528290985,4285.877744133872,5122414.242695199,2889040.4423001343,390.0431602393234
HENRY MILLER RECLAMATION DIST. 2131,Cotton,0.5,11606.96075,3922.445125,0.8,4529.168311,42180.247125593174,16418.06474946432,36422133.28792308,14212331.330068694,390.0431602393234
HENRY MILLER RECLAMATION DIST. 2131,Cucurbits,0.5,1109.713777,372,15.4,1102.4774944620544,2551.9279036851144,2528.948908922013,6357328.286,6315873.070274218,390.0431602393234
HENRY MILLER RECLAMATION DIST. 2131,Grain,0.5,3404.89204,189.1543272,4.470285142,3438.9409947639156,1588.9161633324456,1600.7932932810443,2879087.4273993834,2907878.3307306026,390.0431602393234
HENRY MILLER RECLAMATION DIST. 2131,Lettuce,0.5,369.5729814,674,15.2,350.6242234615753,1229.233874331838,1163.2930220951746,3786201.28,3592075.0445191464,390.0431602393234
HENRY MILLER RECLAMATION DIST. 2131,Onions & Garlic,0.5,772.3914929,2039,6.5,725.9695625,1143.774343877649,1072.3441363907518,10236890.65115015,9621637.597196028,390.0431602393234
HENRY MILLER RECLAMATION DIST. 2131,Other Deciduous,0.5,96.43715622,3553,6.1,93.84566329190983,332.3067397864645,322.5684316701137,2090111.417902926,2033945.2142245492,390.0431602393234
HENRY MILLER RECLAMATION DIST. 2131,Pasture,0.5,539.0958288,200,5,1.3512606992824603e-16,2479.941649,1.0659131531185249e-08,539095.8288,1.3512606992824603e-13,390.0431602393234
HENRY MILLER RECLAMATION DIST. 2131,Tomato Processing,0.5,10615.20198,97,48.5,8961.691382778563,25260.580683415705,21272.471553676343,49939217.71,42160277.11028175,390.0431602393234
HENRY MILLER RECLAMATION DIST. 2131,Truck Crops,0.5,621.5500005,910,18.1,587.8418889,1658.1292442370166,1564.2844854526672,10237550.06,9682343.752262963,390.0431602393234
HENRY MILLER RECLAMATION DIST. 2131,Vineyard,0.5,45.41249677,1501.721891,10.6898472,43.57163143399806,140.7099180293325,134.66850890282004,729014.8737141341,699463.1356265525,390.0431602393234
HENRY MILLER RECLAMATION DIST. 2131,Alfalfa,0.55,3708.141917,281.5865269,6.820673657,1.1007981892941844e-17,15333.03836934271,1.2402784517291403e-08,7121893.728545332,2.114203796997856e-14,355.79371371294815
HENRY MILLER RECLAMATION DIST. 2131,Almonds & Pistachios,0.55,482.3624499,5084.931574,1.008661116,354.44154485288465,1862.4996888363683,1365.1495724723984,2474023.8641579705,1817921.027221017,355.79371371294815
HENRY MILLER RECLAMATION DIST. 2131,Citrus & Subtropical,0.55,5.731683796,872,7.8,5.478253511834114,18.61344742489847,17.745964972887023,38984.62051,37260.88908609091,355.79371371294815
HENRY MILLER RECLAMATION DIST. 2131,Corn,0.55,3153.419258,62,26.2,2150.163718207977,7618.122528290985,5181.442312109122,5122414.242695199,3492725.943857038,355.79371371294815
HENRY MILLER RECLAMATION DIST. 2131,Cotton,0.55,11606.96075,3922.445125,0.8,5557.873855027732,42180.247125593174,20147.083647887976,36422133.28792308,17440364.16641479,355.79371371294815
HENRY MILLER RECLAMATION DIST. 2131,Cucurbits,0.55,1109.713777,372,15.4,1103.4934859334767,2551.9279036851144,2531.2794694443355,6357328.286,6321693.482215702,355.79371371294815
HENRY MILLER RECLAMATION DIST. 2131,Grain,0.55,3404.89204,189.1543272,4.470285142,3438.9409947650065,1588.9161633324456,1600.7932932833621,2879087.4273993834,2907878.330731525,355.79371371294815
HENRY MILLER RECLAMATION DIST. 2131,Lettuce,0.55,369.5729814,674,15.2,351.99858218433394,1229.233874331838,1167.8528380055393,3786201.28,3606155.074762064,355.79371371294815
HENRY MILLER RECLAMATION DIST. 2131,Onions & Garlic,0.55,772.3914929,2039,6.5,727.4609000175816,1143.774343877649,1074.5470207505132,10236890.65115015,9641403.038383018,355.79371371294815
HENRY MILLER RECLAMATION DIST. 2131,Other Deciduous,0.55,96.43715622,3553,6.1,93.93289804,332.3067397864645,322.8682769,2090111.417902926,2035835.879068134,355.79371371294815
HENRY MILLER RECLAMATION DIST. 2131,Pasture,0.55,539.0958288,200,5,4.314962130840616e-18,2479.941649,1.2402784460848974e-08,539095.8288,4.314962130840616e-15,355.79371371294815
HENRY MILLER RECLAMATION DIST. 2131,Tomato Processing,0.55,10615.20198,97,48.5,9165.610840026162,25260.580683415705,21756.51755,49939217.71,43119616.19690308,355.79371371294815
HENRY MILLER RECLAMATION DIST. 2131,Truck Crops,0.55,621.5500005,910,18.1,589.5391496309642,1658.1292442370166,1568.801003690452,10237550.06,9710299.333571611,355.79371371294815
HENRY MILLER RECLAMATION DIST. 2131,Vineyard,0.55,45.41249677,1501.721891,10.6898472,43.62778719,140.7099180293325,134.8420716581824,729014.8737141341,700364.6139960265,355.79371371294815
HENRY MILLER RECLAMATION DIST. 2131,Alfalfa,0.6,3708.141917,281.5865269,6.820673657,1.4853685425871413e-21,15333.03836934271,1.4853685425873162e-08,7121893.728545332,2.8528133887033973e-18,315.77710448718835
HENRY MILLER RECLAMATION DIST. 2131,Almonds & Pistachios,0.6,482.3624499,5084.931574,1.008661116,367.81853447048286,1862.4996888363683,1416.671725908475,2474023.8641579705,1886531.242529842,315.77710448718835
HENRY MILLER RECLAMATION DIST. 2131,Citrus & Subtropical,0.6,5.731683796,872,7.8,5.501024765419717,18.61344742489847,17.819728971141288,38984.62051,37415.77004447875,315.77710448718835
HENRY MILLER RECLAMATION DIST. 2131,Corn,0.6,3153.419258,62,26.2,2454.564999174869,7618.122528290985,5914.985373832422,5122414.242695199,3987195.3846596573,315.77710448718835
HENRY MILLER RECLAMATION DIST. 2131,Cotton,0.6,11606.96075,3922.445125,0.8,6611.242186,42180.247125593174,23965.504223545242,36422133.28792308,20745787.747509897,315.77710448718835
HENRY MILLER RECLAMATION DIST. 2131,Cucurbits,0.6,1109.713777,372,15.4,1104.6574603668944,2551.9279036851144,2533.949484833639,6357328.286,6328361.658949865,315.77710448718835
HENRY MILLER RECLAMATION DIST. 2131,Grain,0.6,3404.89204,189.1543272,4.470285142,3438.940994766169,1588.9161633324456,1600.7932932864567,2879087.4273993834,2907878.330732508,315.77710448718835
HENRY MILLER RECLAMATION DIST. 2131,Lettuce,0.6,369.5729814,674,15.2,353.5788887312366,1229.233874331838,1173.0959428930987,3786201.28,3622344.9992737724,315.77710448718835
HENRY MILLER RECLAMATION DIST. 2131,Onions & Garlic,0.6,772.3914929,2039,6.5,729.1945091177979,1143.774343877649,1077.1077693703876,10236890.65115015,9664379.426592734,315.77710448718835
HENRY MILLER RECLAMATION DIST. 2131,Other Deciduous,0.6,96.43715622,3553,6.1,94.03405896108107,332.3067397864645,323.21598952027585,2090111.417902926,2038028.3700811984,315.77710448718835
HENRY MILLER RECLAMATION DIST. 2131,Pasture,0.6,539.0958288,200,5,1.4853685425869432e-21,2479.941649,1.4853685425872207e-08,539095.8288,1.4853685425869433e-18,315.77710448718835
HENRY MILLER RECLAMATION DIST. 2131,Tomato Processing,0.6,10615.20198,97,48.5,9397.349604277226,25260.580683415705,22306.598564766875,49939217.71,44209831.21332221,315.77710448718835
HENRY MILLER RECLAMATION DIST. 2131,Truck Crops,0.6,621.5500005,910,18.1,591.5079926808141,1658.1292442370166,1574.040219705661,10237550.06,9742728.147,315.77710448718835
HENRY MILLER RECLAMATION DIST. 2131,Vineyard,0.6,45.41249677,1501.721891,10.6898472,43.69272928190548,140.7099180293325,135.04279066054428,729014.8737141341,701407.1408801373,315.77710448718835
HENRY MILLER RECLAMATION DIST. 2131,Alfalfa,0.65,3708.141917,281.5865269,6.820673657,1.8443638962279206e-21,15333.03836934271,1.8443638962280055e-08,7121893.728545332,3.542303385283585e-18,269.61132339527154
HENRY MILLER RECLAMATION DIST. 2131,Almonds & Pistachios,0.65,482.3624499,5084.931574,1.008661116,382.18026771636994,1862.4996888363683,1471.986669335115,2474023.8641579705,1960192.1810800168,269.61132339527154
HENRY MILLER RECLAMATION DIST. 2131,Citrus & Subtropical,0.65,5.731683796,872,7.8,5.526458748790222,18.61344742489847,17.902118476827837,38984.62051,37588.761825771566,269.61132339527154
HENRY MILLER RECLAMATION DIST. 2131,Corn,0.65,3153.419258,62,26.2,2715.3556152455144,7618.122528290985,6543.435905886719,5122414.242695199,4410823.661404814,269.61132339527154
HENRY MILLER RECLAMATION DIST. 2131,Cotton,0.65,11606.96075,3922.445125,0.8,7674.001343397554,42180.247125593174,27817.966188556285,36422133.28792308,24080679.32692255,269.61132339527154
HENRY MILLER RECLAMATION DIST. 2131,Cucurbits,0.65,1109.713777,372,15.4,1105.9706475036517,2551.9279036851144,2536.961775967156,6357328.286,6335884.645,269.61132339527154
HENRY MILLER RECLAMATION DIST. 2131,Grain,0.65,3404.89204,189.1543272,4.470285142,3438.9409947673794,1588.9161633324456,1600.7932932907804,2879087.4273993834,2907878.3307335316,269.61132339527154
HENRY MILLER RECLAMATION DIST. 2131,Lettuce,0.65,369.5729814,674,15.2,355.36907507521914,1229.233874331838,1179.0353821681892,3786201.28,3640685.1003306047,269.61132339527154
HENRY MILLER RECLAMATION DIST. 2131,Onions & Garlic,0.65,772.3914929,2039,6.5,731.1827949239183,1143.774343877649,1080.0447060390477,10236890.65115015,9690731.172524152,269.61132339527154
HENRY MILLER RECLAMATION DIST. 2131,Other Deciduous,0.65,96.43715622,3553,6.1,94.14975969466407,332.3067397864645,323.61367869675547,2090111.417902926,2040535.9867903627,269.61132339527154
HENRY MILLER RECLAMATION DIST. 2131,Pasture,0.65,539.0958288,200,5,5.467088445086314e-20,2479.941649,1.8443638962703035e-08,539095.8288,5.467088445086314e-17,269.61132339527154
HENRY MILLER RECLAMATION DIST. 2131,Tomato Processing,0.65,10615.20198,97,48.5,9656.472314022018,25260.580683415705,22921.681168769705,49939217.71,45428874.001316585,269.61132339527154
HENRY MILLER RECLAMATION DIST. 2131,Truck Crops,0.65,621.5500005,910,18.1,593.7606415409359,1658.1292442370166,1580.0346609524856,10237550.06,9779831.526820755,269.61132339527154
HENRY MILLER RECLAMATION DIST. 2131,Vineyard,0.65,45.41249677,1501.721891,10.6898472,43.766773864315965,140.7099180293325,135.27164308913447,729014.8737141341,702595.7917083133,269.61132339527154
HENRY MILLER RECLAMATION DIST. 2131,Alfalfa,0.7,3708.141917,281.5865269,6.820673657,3.4574054327818647e-18,15333.03836934271,5.904613170131944e-08,7121893.728545332,6.6403267781856374e-15,216.75732694036213
HENRY MILLER RECLAMATION DIST. 2131,Almonds & Pistachios,0.7,482.3624499,5084.931574,1.008661116,397.40853135692225,1862.4996888363683,1530.6390985291541,2474023.8641579705,2038297.530416861,216.75732694036213
HENRY MILLER RECLAMATION DIST. 2131,Citrus & Subtropical,0.7,5.731683796,872,7.8,5.554549844347246,18.61344742489847,17.99311533061875,38984.62051,37779.82622131223,216.75732694036213
HENRY MILLER RECLAMATION DIST. 2131,Corn,0.7,3153.419258,62,26.2,2945.813323075215,7618.122528290985,7098.790509108065,5122414.242695199,4785179.162003379,216.75732694036213
